	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YMR093W	gene-YMR093W	863.935996718974	5.18719856387708	0.429473042041507	12.0780539314404	1.37945978022539e-33	1.82997880390354e-31
gene-YLR224W	gene-YLR224W	721.221774727973	5.09691932963428	0.422067991656316	12.0760622231326	1.41327352852946e-33	1.83317279689477e-31
gene-YJL069C	gene-YJL069C	727.591919353117	5.18224240153097	0.430504415577983	12.0376056876756	2.25403036830036e-33	2.86016853473243e-31
gene-YKR097W	gene-YKR097W	21624.1655230144	-4.7078308799811	0.392431331015877	-11.9965724138133	3.70317012451823e-33	4.59902213123678e-31
gene-YBR105C	gene-YBR105C	2414.0088382152	4.91927472802431	0.414861009492611	11.8576453690858	1.96421364121312e-32	2.3885656299502e-30
gene-YNL248C	gene-YNL248C	1314.59314267739	5.28798239884339	0.448277365423039	11.7962288679312	4.08198053807106e-32	4.86255518382057e-30
gene-YER049W	gene-YER049W	1369.56502506654	5.21552199014686	0.442917908245306	11.7753694150888	5.2287533627699e-32	6.10404667569758e-30
gene-YKL078W	gene-YKL078W	494.789538823364	6.07733604112855	0.516928521648097	11.7566274380692	6.52905117100364e-32	7.47256307551927e-30
gene-YGR128C	gene-YGR128C	840.663445658178	4.90980419007773	0.421940084747946	11.6362591930812	2.69582090653258e-31	3.02605896758282e-29
gene-YJL025W	gene-YJL025W	239.275871924043	6.30514694493093	0.544364997549133	11.5825723059313	5.05073804978788e-31	5.56248264087016e-29
gene-YPL068C	gene-YPL068C	278.429683235166	6.29076988377264	0.544253913580484	11.5585202546134	6.68508236402763e-31	7.22607884422764e-29
gene-YNL075W	gene-YNL075W	802.326290086849	4.95524219645967	0.428929592591819	11.5525771176511	7.16395082665002e-31	7.60290563184658e-29
gene-YLR413W	gene-YLR413W	655.493163322555	5.39375249191232	0.469309713561171	11.492948762948	1.43140946417366e-30	1.49198875756816e-28
gene-YKR092C	gene-YKR092C	2179.50006630012	5.4634788315284	0.475477304061552	11.4905144469758	1.47232508670684e-30	1.50771254931716e-28
gene-YKL029C	gene-YKL029C	5047.29422790096	5.54789649256152	0.485365206928304	11.4303547377697	2.9490159972684e-30	2.96782868552684e-28
gene-YIL053W	gene-YIL053W	34454.4428934747	5.21702662751966	0.456543943248921	11.4272168203427	3.05752159494579e-30	3.02487348299976e-28
gene-YGL035C	gene-YGL035C	649.609004844826	5.3311008312823	0.466886860529283	11.4183997922724	3.38407413925048e-30	3.29214012513418e-28
gene-YOR226C	gene-YOR226C	580.209743809789	6.33506400606515	0.556694814681396	11.3797790800167	5.27331454377603e-30	5.04595688393782e-28
gene-YGL120C	gene-YGL120C	1322.6586680345	5.13886319336407	0.452302348819913	11.3615664538814	6.49691060570124e-30	6.1165269686255e-28
gene-YHR085W	gene-YHR085W	377.78745022065	5.59648766952711	0.493309362350245	11.3447830036391	7.87212803686016e-30	7.29358910335758e-28
gene-YOR004W	gene-YOR004W	599.71295082927	4.87205789249515	0.430552005483495	11.3158406660399	1.0954717917371e-29	9.99104507557728e-28
gene-YLR435W	gene-YLR435W	394.169480230187	5.34505627914445	0.476184584592384	11.2247570628937	3.08232389394275e-29	2.76792685676059e-27
gene-YPL081W	gene-YPL081W	1678.24388821985	4.75691738513339	0.423924755751742	11.2211361110487	3.21118259858287e-29	2.83995042847397e-27
gene-YER073W	gene-YER073W	875.099704752414	6.17743910196115	0.551330484975387	11.2046028113917	3.87086087570873e-29	3.37227088530027e-27
gene-YNL110C	gene-YNL110C	1230.81070671704	4.64874449315364	0.4151032444329	11.1990078504556	4.12325294888099e-29	3.53932756803211e-27
gene-YGR208W	gene-YGR208W	416.017445094101	6.12347898487423	0.547149229513466	11.1916067035666	4.48236791097298e-29	3.79182340526801e-27
gene-YMR081C	gene-YMR081C	2810.9964644268	-4.79376883539452	0.428545680210595	-11.1861326732748	4.76778286166296e-29	3.97564979478953e-27
gene-YNL299W	gene-YNL299W	234.823856350507	5.85021954171418	0.524638633590367	11.1509507061616	7.08453441355122e-29	5.82428554533781e-27
gene-YPR137W	gene-YPR137W	906.979738801173	4.62050384258471	0.415764773002531	11.1132643807622	1.08132821213358e-28	8.76626774197737e-27
gene-YFL034C-A	gene-YFL034C-A	1134.31531230154	5.38432834987116	0.485146945913644	11.0983453471633	1.2778773651093e-28	1.02177673700589e-26
gene-YNR053C	gene-YNR053C	1314.4974552537	4.53896227426682	0.409135109077283	11.0940424655891	1.34088215735169e-28	1.05766610168403e-26
gene-YIL079C	gene-YIL079C	350.822258484141	5.18448115149073	0.468268778609589	11.0715926158579	1.72310731891194e-28	1.34103698939853e-26
gene-YKR081C	gene-YKR081C	1337.79844074432	4.54042825254943	0.410595195778702	11.0581621490686	2.00156713029148e-28	1.53725622888307e-26
gene-YNL113W	gene-YNL113W	1030.17262094522	4.60123562318384	0.416372866354435	11.050757614131	2.17372624239458e-28	1.64779741257885e-26
gene-YHR052W	gene-YHR052W	1667.15875314445	4.50694933621518	0.407987678253448	11.0467780681734	2.27224071538198e-28	1.70039346867752e-26
gene-YDR342C	gene-YDR342C	2153.89117676138	-4.50701746585448	0.40939245792546	-11.0090388296188	3.45671728289484e-28	2.55403275699458e-26
gene-YHR208W	gene-YHR208W	5095.16336450211	4.82255142992603	0.439977344735962	10.9609085277337	5.89050167510894e-28	4.29785728470136e-26
gene-YHR022C	gene-YHR022C	392.359780153272	6.18917170629549	0.565325103437122	10.947986687069	6.79409263691481e-28	4.89594058292244e-26
gene-YPL030W	gene-YPL030W	462.922757141416	5.04478390140955	0.462999480305911	10.8958737881874	1.20603296104472e-27	8.58489560197323e-26
gene-YOR108W	gene-YOR108W	894.148687707387	5.25973249716806	0.483565546089928	10.8769794285342	1.48399229506689e-27	1.0436220513621e-25
gene-YLR022C	gene-YLR022C	658.626899591693	4.57344519840375	0.420837748395652	10.8674785373673	1.64689465677785e-27	1.14439572757289e-25
gene-YPL093W	gene-YPL093W	3489.87101950163	4.59277264586005	0.423192769251399	10.8526727760126	1.93677516122922e-27	1.32999489601117e-25
gene-YLL011W	gene-YLL011W	915.836214199835	4.5393458491508	0.420172161881311	10.8035378375045	3.3119131855231e-27	2.24786479812771e-25
gene-YLR186W	gene-YLR186W	1341.33248375439	5.31451764779388	0.492057607314187	10.8006005166799	3.41959668606853e-27	2.29427423638874e-25
gene-YAL012W	gene-YAL012W	1373.23113530862	4.74636542906713	0.442475009552734	10.7268553626676	7.61433924583837e-27	5.05055661113165e-25
gene-YLL034C	gene-YLL034C	583.438244027194	4.57027024104571	0.42652790375639	10.7150556875547	8.65051844272927e-27	5.67337934272031e-25
gene-YOR233W	gene-YOR233W	298.138509149336	5.19399504024183	0.485896843815278	10.6895014988334	1.139819551228e-26	7.39236302279759e-25
gene-YNL124W	gene-YNL124W	792.366791667458	5.08494279127173	0.476535866531617	10.670640235921	1.39660727581246e-26	8.95823809771135e-25
gene-YGR264C	gene-YGR264C	1301.51611228502	4.40696925631979	0.413240076575882	10.6644285153464	1.49314129716353e-26	9.47333233863424e-25
gene-YKL023C-A	gene-YKL023C-A	403.540447203696	4.66179418050249	0.437499633032993	10.6555384931053	1.64291078174111e-26	1.03114733688418e-24
gene-YOR375C	gene-YOR375C	6561.48478896869	4.65741090553283	0.437191003930814	10.6530346316775	1.68771819008891e-26	1.04800117824989e-24
gene-YDR101C	gene-YDR101C	1446.69325554758	4.59371471179193	0.431518152966839	10.6454726880168	1.83052823244847e-26	1.12471508345281e-24
gene-YCR021C	gene-YCR021C	60765.9075929735	-4.4511010628808	0.418403770468317	-10.6382909931684	1.97722580424478e-26	1.20219448118508e-24
gene-YNL117W	gene-YNL117W	7957.9730625337	-4.79113339702823	0.450926056411666	-10.6250976826547	2.27773583553997e-26	1.37063340948936e-24
gene-YAL025C	gene-YAL025C	1353.66442556501	4.50026029510386	0.425059408943907	10.5873677900346	3.41047182673362e-26	2.03131878088206e-24
gene-YOR145C	gene-YOR145C	2258.08972932534	4.18818229943077	0.395624516203403	10.5862557245504	3.45121768837011e-26	2.03482400474913e-24
gene-YCL054W	gene-YCL054W	963.659163824067	4.40078514286798	0.416088995737341	10.5765477769232	3.82803864530263e-26	2.23442615726315e-24
gene-YNR001C	gene-YNR001C	5101.5199751481	-4.34724273149575	0.411996871794494	-10.5516401436761	4.99179934394241e-26	2.88486463075167e-24
gene-YKR024C	gene-YKR024C	641.885967146392	4.83536294004843	0.458643176919497	10.5427556396356	5.48672154367974e-26	3.13980329906458e-24
gene-YPR060C	gene-YPR060C	422.451724752227	5.11176379257218	0.485409057876051	10.530837259072	6.2278057493861e-26	3.52929147176375e-24
gene-YCL036W	gene-YCL036W	482.308274191276	4.82174492130605	0.460056567297118	10.4807653320424	1.05883380884606e-25	5.94270475214854e-24
gene-YER056C	gene-YER056C	4201.65818695922	4.24828124814083	0.405716709282252	10.4710532027542	1.17330250413231e-25	6.52244449201931e-24
gene-YGR187C	gene-YGR187C	803.048166983404	4.54901804938291	0.435142964332156	10.4540769867775	1.40358739260119e-25	7.72899963265391e-24
gene-YJR124C	gene-YJR124C	302.852841646633	5.29194267740687	0.507437576807889	10.4287560071854	1.83271918159191e-25	9.99774005883361e-24
gene-YDL167C	gene-YDL167C	521.07900775018	4.48986539807768	0.431107595299307	10.4147211671381	2.12419126925728e-25	1.14804670728285e-23
gene-YML080W	gene-YML080W	288.613255902546	5.03087615719592	0.484285377090576	10.3882470856744	2.80460048330694e-25	1.5018764239507e-23
gene-YBL081W	gene-YBL081W	357.035873244493	4.72679775667871	0.455259210357504	10.3826515733023	2.97398330973984e-25	1.564387552899e-23
gene-YOR078W	gene-YOR078W	904.649688836207	4.23762704300409	0.40814617451615	10.3826210009875	2.97493606941561e-25	1.564387552899e-23
gene-YHR169W	gene-YHR169W	483.079534902	4.45504107516332	0.429455187708779	10.3737041783842	3.26613299464277e-25	1.70218020444016e-23
gene-YLR363W-A	gene-YLR363W-A	425.699198393392	4.660292395872	0.449428190888734	10.3693815616158	3.41729152247759e-25	1.76519739970811e-23
gene-YDR321W	gene-YDR321W	470.131128424886	4.75628641484624	0.459130477856426	10.3593349695543	3.7959201453238e-25	1.94357770949606e-23
gene-YBR195C	gene-YBR195C	207.16641257632	5.21639453522038	0.50430268303598	10.3437770820827	4.46581314670273e-25	2.26669142063511e-23
gene-YBR169C	gene-YBR169C	4154.67241468927	-4.14195594047371	0.401777235639945	-10.3090856650364	6.41083218562903e-25	3.22586443685488e-23
gene-YKL068W-A	gene-YKL068W-A	235.056456431198	5.1068429957878	0.49583034599837	10.2995773393115	7.07715622906556e-25	3.5307146076116e-23
gene-YPL211W	gene-YPL211W	929.040462198532	4.82121442412727	0.468250126739665	10.2962373073905	7.32714538587491e-25	3.62445318791117e-23
gene-YPR010C	gene-YPR010C	2468.66242741872	4.49238617071875	0.438472502929354	10.2455368140669	1.23934975046956e-24	6.07906259957211e-23
gene-YLL012W	gene-YLL012W	332.124966026517	4.61253719628825	0.450985129305254	10.2276924372072	1.49028035795437e-24	7.2489720411497e-23
gene-YCL040W	gene-YCL040W	5517.41419369146	-4.02863953694542	0.39525117311953	-10.1926061475018	2.13950386200752e-24	1.03208959029239e-22
gene-YBR034C	gene-YBR034C	963.095705344103	4.48619443315094	0.440409139673743	10.1864244608419	2.27995991994366e-24	1.09083000432059e-22
gene-YJR073C	gene-YJR073C	5524.73049112565	-4.00906442089553	0.394684043209237	-10.1576551924856	3.0635552216133e-24	1.45381884785015e-22
gene-YPL231W	gene-YPL231W	4931.22786352643	-4.10071874970672	0.404120330844218	-10.1472715840359	3.40756890014693e-24	1.6040306185611e-22
gene-YDR528W	gene-YDR528W	159.925521488266	5.93406173733525	0.585056862151719	10.1427094035116	3.57056461337276e-24	1.6497846083434e-22
gene-YJR097W	gene-YJR097W	267.017962698246	4.82456641035584	0.475692709457426	10.1421911970413	3.58956048071974e-24	1.6497846083434e-22
gene-YDL060W	gene-YDL060W	1255.58675969677	4.12114746270974	0.40631287651265	10.1427931550711	3.56750389802023e-24	1.6497846083434e-22
gene-YDR343C	gene-YDR343C	1003.45347395875	-4.29078827034056	0.423271440997084	-10.1372024066469	3.77763237672881e-24	1.72265938929422e-22
gene-YNL175C	gene-YNL175C	920.011237050403	4.58311753353511	0.453336896775934	10.1097386207246	5.00175393953088e-24	2.26319672442184e-22
gene-YDL014W	gene-YDL014W	4113.81687348343	4.68339528444149	0.463649855596431	10.1011468631147	5.45998735765639e-24	2.45153432358772e-22
gene-YBR187W	gene-YBR187W	833.053551584697	5.03965266043804	0.499031085706183	10.0988752099609	5.58794111872302e-24	2.48983300076231e-22
gene-YEL011W	gene-YEL011W	3247.2199688387	-4.42657993882198	0.438480293741324	-10.0952768049216	5.79673010281446e-24	2.56329648561576e-22
gene-YGL029W	gene-YGL029W	806.7071306946	5.13896018815569	0.510051529509692	10.0753745275418	7.09898133558722e-24	3.11554541773102e-22
gene-YLR002C	gene-YLR002C	494.472349442946	4.45173165915541	0.441924853439921	10.073503729205	7.23536458272851e-24	3.15170321413331e-22
gene-YPL126W	gene-YPL126W	1224.16374297219	4.4617783180595	0.443604288007028	10.0580144031178	8.46891509023699e-24	3.66170795420099e-22
gene-YOL077C	gene-YOL077C	1625.67093379038	4.52990465683614	0.450667188786089	10.0515519424386	9.0431869389301e-24	3.88125604136287e-22
gene-YGL157W	gene-YGL157W	238.136058641534	5.40400180112624	0.538105005955797	10.042652904757	9.89757904810429e-24	4.21694663531276e-22
gene-YNR054C	gene-YNR054C	550.029406938896	4.25589721502023	0.424114067510843	10.0347937996926	1.07183114496687e-23	4.53353506751566e-22
gene-YDL039C	gene-YDL039C	373.996629002148	4.57840543408784	0.457117706902367	10.0158129185438	1.29889642316092e-23	5.45443051941748e-22
gene-YLR333C	gene-YLR333C	2602.21048832595	3.98551340115228	0.397952488817785	10.0150483114007	1.30897941358926e-23	5.45750916937178e-22
gene-YDR496C	gene-YDR496C	1260.39110027426	4.41785536185709	0.441561248024306	10.0050794349007	1.44775456919769e-23	5.99329320596235e-22
gene-YPR110C	gene-YPR110C	1393.02683594645	4.0602452506694	0.405940216609974	10.0020768687978	1.49233889562917e-23	6.13435361534327e-22
gene-YIL104C	gene-YIL104C	296.871402120944	4.63735123412128	0.464659561263135	9.98010505049127	1.86269467827457e-23	7.60318100495709e-22
gene-YMR186W	gene-YMR186W	8247.46890628863	-3.87679496184219	0.389138626251039	-9.96250359207779	2.22390588476272e-23	9.0145407287222e-22
gene-YDR222W	gene-YDR222W	940.314475092673	4.20633006721935	0.422961142718833	9.94495626756792	2.65290525846136e-23	1.06061698586568e-21
gene-YLR051C	gene-YLR051C	634.827287403692	4.1663676517555	0.418942214481595	9.9449697541486	2.6525459373997e-23	1.06061698586568e-21
gene-YLR174W	gene-YLR174W	1448.22587147751	-4.43532546170385	0.447356317180874	-9.91452515894744	3.59963985274635e-23	1.42932638234561e-21
gene-YOR047C	gene-YOR047C	204.950698718983	5.16169858052203	0.521100474986577	9.90538068623903	3.94464888964273e-23	1.55573753843545e-21
gene-YDR299W	gene-YDR299W	997.587331897787	3.99693712668064	0.403565466237008	9.90406132603354	3.99705748705772e-23	1.56582715113798e-21
gene-YHR021W-A	gene-YHR021W-A	164.639980158487	6.13667997093696	0.620534387498951	9.88934714105162	4.63037685502172e-23	1.80183398018412e-21
gene-YNR034W-A	gene-YNR034W-A	8241.7408865226	-3.8707121923261	0.392670883103761	-9.85739549041962	6.36797607889127e-23	2.46158121672108e-21
gene-YBR267W	gene-YBR267W	568.554746239764	4.19755693912077	0.425966652633939	9.85419143298058	6.57437121846324e-23	2.52464505277434e-21
gene-YDR171W	gene-YDR171W	8892.84237269361	-4.09454503574472	0.415605430271985	-9.85200081015575	6.71928215254962e-23	2.56342809963609e-21
gene-YKL024C	gene-YKL024C	914.842858826576	4.26535733036048	0.433073173621851	9.84904535805972	6.91980934367853e-23	2.62278747656179e-21
gene-YJR070C	gene-YJR070C	2607.57324507844	4.33385227631303	0.440130166923158	9.84675126135962	7.07953783516502e-23	2.66601692541021e-21
gene-YNL077W	gene-YNL077W	2130.57901807619	-3.96183971741838	0.402391088638137	-9.84574417596307	7.15080482078281e-23	2.67559280377623e-21
gene-YFR015C	gene-YFR015C	887.65811278111	-4.21109000976471	0.427761825895495	-9.84447361788079	7.24173062913978e-23	2.6923555211649e-21
gene-YNL123W	gene-YNL123W	619.84520939933	4.33374203218633	0.440739452113085	9.83288882220232	8.12538931049918e-23	3.00176565856859e-21
gene-YNL015W	gene-YNL015W	3242.40260758391	-4.02750663151774	0.410392698904345	-9.81378723907678	9.82117826859475e-23	3.6054224876596e-21
gene-YGR008C	gene-YGR008C	3074.09252600346	-4.66292911642703	0.475401102524741	-9.80841039632286	1.03587444490267e-22	3.77899945931057e-21
gene-YPL240C	gene-YPL240C	10677.0440270162	-4.1028913275128	0.418630927608373	-9.80073629760828	1.11767922762396e-22	4.05210785816215e-21
gene-YGR090W	gene-YGR090W	655.350223047461	4.07819368761505	0.416369710428919	9.79464544482339	1.18713168326808e-22	4.27733804644185e-21
gene-YCL064C	gene-YCL064C	1445.0427941792	-4.01064639965143	0.412206982514122	-9.72969059182308	2.25277133020712e-22	8.06713267142269e-21
gene-YIL118W	gene-YIL118W	639.916498877044	4.69022698515449	0.482607888524118	9.71850460111178	2.51446995381918e-22	8.89512795178337e-21
gene-YBR155W	gene-YBR155W	458.46025800792	4.17600470394607	0.429692669423526	9.71858493548093	2.51248723950563e-22	8.89512795178337e-21
gene-YNL194C	gene-YNL194C	2110.87444093017	-4.45450110519967	0.458751592361192	-9.71005044859328	2.7320186149832e-22	9.60650159979333e-21
gene-YLR304C	gene-YLR304C	5991.50422278547	-3.98765534112117	0.410800517981736	-9.7070358156132	2.81401615306067e-22	9.83557621881146e-21
gene-YOL010W	gene-YOL010W	666.396488728315	4.16653540969725	0.429446199592859	9.7021126596239	2.9531928061001e-22	1.02605871483371e-20
gene-YGR081C	gene-YGR081C	441.778619850479	4.18039157255471	0.43125570980058	9.6935332740007	3.21219672760273e-22	1.10944333130279e-20
gene-YCR057C	gene-YCR057C	1013.23301892698	4.19095352538614	0.432460334492805	9.69095473299611	3.29434561213269e-22	1.13112325517756e-20
gene-YNR016C	gene-YNR016C	3126.77954476595	-3.85519855088755	0.397881522424845	-9.68931285723566	3.3477335046766e-22	1.14273219104078e-20
gene-YOL016C	gene-YOL016C	1512.47045404158	-4.04961737752732	0.418191708628129	-9.68363861352493	3.53891752550648e-22	1.20096869746403e-20
gene-YIL169C	gene-YIL169C	2963.32843474492	-4.09996008085614	0.424607631074141	-9.65587940679343	4.64159522515616e-22	1.56606886296165e-20
gene-YIL155C	gene-YIL155C	6254.77904133678	-4.54871973497818	0.471130221763432	-9.65490967221844	4.68572035999956e-22	1.57187067478836e-20
gene-YMR229C	gene-YMR229C	1930.02104934969	4.04316192591288	0.418822578495662	9.6536388760014	4.74417345654829e-22	1.58238516947842e-20
gene-YDR324C	gene-YDR324C	839.791733565302	4.12795973779798	0.427841836175839	9.64833120270507	4.99621307659473e-22	1.65698271182292e-20
gene-YBR021W	gene-YBR021W	789.499980822401	4.51850189774153	0.469674410793862	9.6204983577968	6.55129786542625e-22	2.16044777629904e-20
gene-YBR247C	gene-YBR247C	890.000400127032	3.91430472907277	0.408708996729834	9.5772414123299	9.96714854340951e-22	3.26844078920682e-20
gene-YPL012W	gene-YPL012W	1252.90658894692	4.26821452402888	0.446797201235398	9.55291240013865	1.26100504671924e-21	4.11200360765376e-20
gene-YGL009C	gene-YGL009C	5116.50640420624	4.95752687537029	0.519538198546954	9.54217974585029	1.39861195890167e-21	4.53538778006057e-20
gene-YBR214W	gene-YBR214W	1587.09513868731	-4.23752865603822	0.444231017643492	-9.53902021186408	1.44188083631744e-21	4.64986654231211e-20
gene-YDL130W-A	gene-YDL130W-A	1483.56020940656	-4.26511205738113	0.447528102050389	-9.53037817701313	1.56711296929109e-21	5.02595516579784e-20
gene-YPL226W	gene-YPL226W	2309.14195210507	4.22341639848667	0.443349533007482	9.52615506288441	1.63216599597276e-21	5.17769180352881e-20
gene-YHR170W	gene-YHR170W	1724.26591827801	3.8671964080662	0.405932311632021	9.52670259856482	1.62358331838297e-21	5.17769180352881e-20
gene-YPL004C	gene-YPL004C	3292.22574055619	-3.97794804164259	0.417858956797682	-9.51983432909547	1.73455365737954e-21	5.47275118817533e-20
gene-YPL245W	gene-YPL245W	403.812311185606	4.99465165422342	0.525105520379078	9.51171042844445	1.87552974343012e-21	5.88573500666753e-20
gene-YLL008W	gene-YLL008W	1387.05280091165	4.13149664112328	0.434401286972505	9.5107836118929	1.89231648252532e-21	5.90665845374349e-20
gene-YER126C	gene-YER126C	1729.57673396224	3.76873281087215	0.396610432470256	9.50235420535689	2.05197868574708e-21	6.37095722803496e-20
gene-YDR399W	gene-YDR399W	2785.72777676737	4.4274921437171	0.466062066678747	9.4997908224291	2.10312336305401e-21	6.495201624416e-20
gene-YGL225W	gene-YGL225W	414.372025947665	4.55505648474179	0.480877519193224	9.47238392924643	2.73528598794454e-21	8.40308647980647e-20
gene-YNL055C	gene-YNL055C	7642.75715611074	-3.83871651788203	0.405457989799014	-9.46760605157858	2.86330436642672e-21	8.75031810828941e-20
gene-YOR306C	gene-YOR306C	593.317147952468	4.2950409711109	0.454610893162325	9.44772999440049	3.46258182402657e-21	1.05266094306474e-19
gene-YGR157W	gene-YGR157W	2079.46958038434	-3.87506063928566	0.410301271477575	-9.44442756740872	3.57352200824141e-21	1.0807589617671e-19
